#,original_cpv,Original_cpv_text,title,short_desc_eng,long_desc_eng
601,45000000,Construction work,Réhabilitation de l'aile nord de la ferme des vieilles chapelles 77610 Les Chapelles-Bourbon (tranche 3),"",""
602,45000000,Construction work,Réhabilitation de l'aile nord de la ferme des vieilles chapelles 77610 Les Chapelles-Bourbon (tranche 3),"",""
603,45000000,Construction work,Réhabilitation de l'aile nord de la ferme des vieilles chapelles 77610 Les Chapelles-Bourbon (tranche 3),"",""
604,45000000,Construction work,Réhabilitation de l'aile nord de la ferme des vieilles chapelles 77610 Les Chapelles-Bourbon (tranche 3),"",""
605,45000000,Construction work,Réhabilitation de l'aile nord de la ferme des vieilles chapelles 77610 Les Chapelles-Bourbon (tranche 3),"",""
606,45000000,Construction work,Réhabilitation de l'aile nord de la ferme des vieilles chapelles 77610 Les Chapelles-Bourbon (tranche 3),"",""
607,45000000,Construction work,Réhabilitation de l'aile nord de la ferme des vieilles chapelles 77610 Les Chapelles-Bourbon (tranche 3),"",""
608,45000000,Construction work,Réhabilitation de l'aile nord de la ferme des vieilles chapelles 77610 Les Chapelles-Bourbon (tranche 3),"",""
609,45000000,Construction work,Réhabilitation de l'aile nord de la ferme des vieilles chapelles 77610 Les Chapelles-Bourbon (tranche 3),"",""
610,45311000,Electrical wiring and fitting work,"Deutsche Bundesbank, Neue Filiale, Sicherheitstechnik","",""
611,45000000,Construction work,Opførelse af Børne- og Kulturhus i totalentreprise,"",""
612,45312200,Burglar-alarm system installation work,"Deutsche Bundesbank, Neubau Filiale in Dortmund, Marsbruchstraße, Überfall- u. Einbruchmeldeanlagen","",""
613,45212313,Museum construction work,Narva Kreenholmi ladude vana kompleksi A-ploki rekonstrueerimine,"",""
614,45214210,Primary school construction work,Lavori a corpo relativi alla realizzazione nuova scuola primaria nel Comune di Castegnato (BS),"",""
615,45000000,Construction work,Gulv,"",""
616,45000000,Construction work,El,"",""
617,45000000,Construction work,Brandtætning,"",""
618,45000000,Construction work,Tagarbejder,"",""
619,45000000,Construction work,VVS,"",""
620,45000000,Construction work,Ventilation,"",""
621,45000000,Construction work,Maler,"",""
622,45215130,Clinic construction work,VE 1.314 Estricharbeiten,"",""
623,45215130,Clinic construction work,VE 1.308 Fenster- und Fassadenarbeiten,"",""
624,45432100,Floor laying and covering work,VE 1.327 Bodenbelag Beschichtung,"",""
625,45000000,Construction work,"Byggeanlægsarbejder, renovering i fagentrepriser: råhus, tømrer, tagarbejder, VVS, ventilation, El, CTS, gulv, maler, brandtætning, blik","",""
626,45000000,Construction work,Tømrerentreprise,"",""
627,45000000,Construction work,Råhus,"",""
628,45000000,Construction work,CTS,"",""
629,45233120,Road construction works,Wykonanie robót budowlanych bedacych realizacja zadania pn.: „Przebudowa przepustu betonowego srednicy 80 cm na przepust stalowy na drodze lesnej nr 2 (nr inw. 242/266) w lesnictwie Raczyna,"",""
630,45214200,Construction work for school buildings,Mise en accessibilité selon l'Agenda d'accessibilité programmée (ADAP) au collège Michel Servet à Charlieu,"",""
631,45214200,Construction work for school buildings,Mise en accessibilité selon l'Agenda d'accessibilité programmée (ADAP) au collège Michel Servet à Charlieu,"",""
632,45214200,Construction work for school buildings,Mise en accessibilité selon l'Agenda d'accessibilité programmée (ADAP) au collège Michel Servet à Charlieu,"",""
633,45214200,Construction work for school buildings,Mise en accessibilité selon l'Agenda d'accessibilité programmée (ADAP) au collège Michel Servet à Charlieu,"",""
634,45214200,Construction work for school buildings,Mise en accessibilité selon l'Agenda d'accessibilité programmée (ADAP) au collège Michel Servet à Charlieu,"",""
635,45214200,Construction work for school buildings,Mise en accessibilité selon l'Agenda d'accessibilité programmée (ADAP) au collège Michel Servet à Charlieu,"",""
636,45214200,Construction work for school buildings,Mise en accessibilité selon l'Agenda d'accessibilité programmée (ADAP) au collège Michel Servet à Charlieu,"",""
637,45233221,Road-surface painting work,Travaux de signalisation routière horizontale — 3 lots,"",""
638,45233221,Road-surface painting work,Travaux de signalisation routière horizontale — 3 lots,"",""
639,45233221,Road-surface painting work,Travaux de signalisation routière horizontale — 3 lots,"",""
640,45311200,Electrical fitting work,"Travaux d'installations électriques des bâtiments communaux-fourniture, pose dépannages et interventions diverses","",""
641,45311200,Electrical fitting work,"Travaux d'installations électriques des bâtiments communaux-fourniture, pose dépannages et interventions diverses","",""
642,45311200,Electrical fitting work,"Travaux d'installations électriques des bâtiments communaux-fourniture, pose dépannages et interventions diverses","",""
643,45233224,Dual carriageway construction work,A630 TACES échangeurs 7-9,"",""
644,45232460,Sanitary works,Águas residuais de Jafafe (PAR 030) — Águeda,"",""
645,45200000,Works for complete or part construction and civil engineering work,"Proiectare, executie si asistenta tehnica pentru obiectivul de investitii „Construire sala polivalenta municipiul Tulcea”, Str. Isaccei nr. 18, judetul Tulcea","",""
646,45233120,Road construction works,"„Modernizare drumuri de interes local în comuna Radovan, jude?ul Dolj”","",""
647,45343000,Fire-prevention installation works,"Contrôles périodiques, entretien, maintenance et renouvellement des points d'eau incendie","",""
648,45231110,Pipelaying construction work,Rozbudowa sieci wodociagowej i kanalizacyjnej na terenie gminy Stary Sacz – Moszczenica Wyzna i Golkowice Dolne,"",""
649,45231110,Pipelaying construction work,Rozbudowa sieci wodociagowej i kanalizacyjnej na terenie gminy Stary Sacz – Moszczenica Wyzna i Golkowice Dolne,"",""
650,45112710,Landscaping work for green areas,"2019set270 — liaison RD 403 — RD 402, desserte portuaire — aménagements paysagers","",""
651,45000000,Construction work,Rénovation de la salle polyvalente d'Haynecourt,"",""
652,45000000,Construction work,Rénovation de la salle polyvalente d'Haynecourt,"",""
653,45000000,Construction work,Rénovation de la salle polyvalente d'Haynecourt,"",""
654,45000000,Construction work,Rénovation de la salle polyvalente d'Haynecourt,"",""
655,45000000,Construction work,Rénovation de la salle polyvalente d'Haynecourt,"",""
656,45000000,Construction work,Rénovation de la salle polyvalente d'Haynecourt,"",""
657,45000000,Construction work,Rénovation de la salle polyvalente d'Haynecourt,"",""
658,45000000,Construction work,Rénovation de la salle polyvalente d'Haynecourt,"",""
659,45000000,Construction work,Rénovation de la salle polyvalente d'Haynecourt,"",""
660,45000000,Construction work,Rénovation de la salle polyvalente d'Haynecourt,"",""
661,45220000,Engineering works and construction works,Travaux divers d'entretien des ouvrages d'art de la direction interdépartementale des routes Massif central,"",""
662,45220000,Engineering works and construction works,Travaux divers d'entretien des ouvrages d'art de la direction interdépartementale des routes Massif central,"",""
663,45220000,Engineering works and construction works,Travaux divers d'entretien des ouvrages d'art de la direction interdépartementale des routes Massif central,"",""
664,45220000,Engineering works and construction works,Travaux divers d'entretien des ouvrages d'art de la direction interdépartementale des routes Massif central,"",""
665,45220000,Engineering works and construction works,Travaux divers d'entretien des ouvrages d'art de la direction interdépartementale des routes Massif central,"",""
666,45220000,Engineering works and construction works,Travaux divers d'entretien des ouvrages d'art de la direction interdépartementale des routes Massif central,"",""
667,45420000,Joinery and carpentry installation work,Vergabeeinheit VE 1-0619 Tischler Sondermöbel,"",""
668,45212200,Construction work for sports facilities,132_2-480 BKT — Energetische Sanierung der Turnhalle Berufskolleg Ost in Essen — hier: Gebäudeautomation Turnhalle,"",""
669,45212200,Construction work for sports facilities,132_2-431 BKT — Energetische Sanierung der Turnhalle Berufskolleg Ost in Essen — hier: Lüftungstechnik Turnhalle,"",""
670,45214600,Construction work for research buildings,HKI Biotech Center – Verdunkelung und Blendschutz,"",""
671,45000000,Construction work,Ferronnerie «Garde-corps»,"",""
672,45421141,Installation of partitioning,Vergabeeinheit VE 1-0620 Tischler WC-Trennwände,"",""
673,45000000,Construction work,Assainissement des communes de Rambrouch et Wahl,"",""
674,45443000,Facade work,Neubau OZV-Vorhangfassade Klinker & Stahlbetonteile,"",""
675,45400000,Building completion work,Construction mixte commerce — bois-métal-vitrage,"",""
676,45214310,Vocational college construction work,Berufsschule Waldkirchen — Bauabschnitt 1.1 — 245.1.1-1200-01 Tischlerarbeiten,"",""
677,45331000,"Heating, ventilation and air-conditioning installation work","Generalsanierung Albert-Schweitzer-Gymnasium – 3. BA Hauptbau, Heizungsinstallationen","",""
678,45420000,Joinery and carpentry installation work,"Alte Brauerei Gern, Tischlerarbeiten – Türen","",""
679,45443000,Facade work,"Ludwig Guttmann Schule Karlsbad, energetische Sanierung, Vorgehängte Fassade","",""
680,45421132,Installation of windows,Neubau BPD Kocomo – Fenster – Sonnenschutzarbeiten,"",""
681,45262330,Concrete repair work,Réparation et protection cathodique de 2 portiques en béton à la Villa Pompéi,"",""
682,45450000,Other building completion work,"1.-3. BA – Ludlstraße, Baufeinreinigung","",""
683,45210000,Building construction work,Baukonzession Parkhaus am Bahnhof Bad Wörishofen,"",""
684,45232130,Storm-water piping construction work,"19trav16-ac mono-attributaire à commandes relatif travaux réparations ponctuelles, création, réhabilitation collecteurs eaux pluviales antenne de Toulon — Le Revest relance suite à déclaration sans suite","",""
685,45232130,Storm-water piping construction work,"19trav16-ac mono-attributaire à commandes relatif travaux réparations ponctuelles, création, réhabilitation collecteurs eaux pluviales antenne de Toulon — Le Revest relance suite à déclaration sans suite","",""
686,45232410,Sewerage work,Travaux de création d'une piste d'accès à l'ouvrage d'art SNCF à Loos et Haubourdin,"",""
687,45310000,Electrical installation work,Strukturierte Datenverkabelung,"",""
688,45233140,Roadworks,Entretien et rénovation de la voirie communale et des réseaux corps de chaussée,"",""
689,45000000,Construction work,"Îlot Haudry — construction de 36 logements collectifs, 12 logements individuels et surfaces commerciales — 30 rue Lesueur et 29 cours de la République au Havre","",""
690,45252000,"Construction works for sewage treatment plants, purification plants and refuse incineration plants",Progettazione esecutiva ed esecuzione dei lavori per la realizzazione delle opere di urbanizzazione primaria «Lotto 2 – Impianto di depurazione» nell’ambito del programma integrato n. 3 «Santa Palomba»,"",""
691,45231300,Construction work for water and sewage pipelines,Budowa sieci kanalizacji sanitarnej grawitacyjno-cisnieniowej w miejscowosci Pogorzel – w formule zaprojektuj i wybuduj,"",""
692,45000000,Construction work,Waterford City — North Quays Project — SAQ for Main Contractor,"Scheme includes 210 m long steel pedestrian bridge over river in SAC, train station including platforms, two road and two pedestrian bridges over railway, 800 m of realignment of existing dual carriageway and 250 m of new dual carriageway road, all in city center location to provide access to strategic development zone on the North Quays of Waterford City.","Scheme includes 210 m long steel pedestrian bridge over river in SAC, train station including platforms, two road and two pedestrian bridges over railway, 800 m of realignment of existing dual carriageway and 250 m of new dual carriageway road, all in city center location to provide access to strategic development zone on the North Quays of Waterford City."
693,45247000,"Construction work for dams, canals, irrigation channels and aqueducts",Renouvellement des réseaux d'eau potable par l'extérieur — secteurs Est et Ouest,"",""
694,45247000,"Construction work for dams, canals, irrigation channels and aqueducts",Renouvellement des réseaux d'eau potable par l'extérieur — secteurs Est et Ouest,"",""
695,45000000,Construction work,"Îlot Haudry — construction de 36 logements collectifs, 12 logements individuels et surfaces commerciales — 30 rue Lesueur et 29 cours de la République au Havre","",""
696,45112700,Landscaping work,Marché de gestion de sites et d'entretien d'espaces verts multi-opération,"",""
697,45112700,Landscaping work,Marché de gestion de sites et d'entretien d'espaces verts multi-opération,"",""
698,45230000,"Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork","19E60074 – Materiallager Weener, Neubau Ausbildungswerkstatt; Kanal- und Leitungsbau, Straßenbau, Außenanlagen","",""
699,45431000,Tiling work,"Alte Brauerei Gern, Fliesen- und Plattenarbeiten","",""
700,45111200,Site preparation and clearance work,"19E60073 — Materiallager Weener, Neubau Ausbildungswerkstatt; Tiefbauarbeiten","",""
701,45212225,Sports hall construction work,EU_Sporthalle Ausbau,"",""
702,45212225,Sports hall construction work,"Neubau Dreifachsporthalle Mauerstetten, Pfosten-Riegel-Fassade/Fenster","",""
703,45431000,Tiling work,"Neubau „Erweiterung der Werkstatt für behinderte Menschen“ in Konz, hier: Fliesenarbeiten","",""
704,45200000,Works for complete or part construction and civil engineering work,Neubau Kursbecken und Sanierung Freibad Ganderkesee,"",""
705,45231300,Construction work for water and sewage pipelines,"Radovi na izgradnji sustava javne odvodnje sanitarnih otpadnih voda, sustava odvodnje oborinskih voda i rekonstrukciji sustava vodoopskrbe na podrucju cetvrti Bokanjac u Zadru","",""
706,45214310,Vocational college construction work,Stahlfachwerk u. Lichtbänder,"",""
707,45421131,Installation of doors,Neubau Kursbecken und Sanierung Freibad Ganderkesee,"",""
708,45220000,Engineering works and construction works,"?????????? ?? ??? ???????? ??? ?????? ? ???????? ? ????????? ? ???????????? ?? ???????????? ????? ? ?????????? ?????, ??????????? ? ?????? ?????????? ? ????????? ?? ??????? ?? ?????????? ??????????","",""
709,45220000,Engineering works and construction works,"??????????-???????? ?????? ? ?????????? ?? ?????? ?? ?????????? ?? ?????? ?? ????????? ? ??????? ??????, ??????????? ?? ??? (???????? ?? ????????), ?? ??????? ? BG05M2OP001-1.002-0023, ?????? ?? ?????","",""
710,45220000,Engineering works and construction works,"??????????-???????? ?????? ? ?????????? ?? ?????? ?? ?????????? ?? ?????? ?? ????????? ? ??????? ??????, ??????????? ?? ??? (???????? ?? ????????), ?? ??????? ? BG05M2OP001-1.002-0023, ?????? ?? ?????","",""
711,45247270,Reservoir construction works,Wykonanie w systemie zaprojektuj i wybuduj trzech zbiorników wodnych malej retencji na terenie Nadlesnictwa Nidzica,"",""
712,45432100,Floor laying and covering work,"Deutsche Bundesbank, Neue Filiale Dortmund, Fußbodenbeschichtung und Fußbodenplatten","",""
713,45214620,Research and testing facilities construction work,"Solution pour la conception, fabrication, installation, maintenance de bouées acoustiques pour l'Université de Toulon","",""
714,45410000,Plastering work,Putzarbeiten Josef Albers Museum,"",""
715,45233141,Road-maintenance works,Cod. app. n. 023/MI/TEC/2018 CIG 765849452D accordo quadro misto di lavori e servizi per la manutenzione delle tratte autostradali di competenza di DT2 — barriere di sicurezza e opere complementari,"",""
716,45220000,Engineering works and construction works,"Réparations, réfections et rénovations d'ouvrages d'art du réseau départemental routier défini géographiquement par lots","",""
717,45220000,Engineering works and construction works,"Réparations, réfections et rénovations d'ouvrages d'art du réseau départemental routier défini géographiquement par lots","",""
718,45220000,Engineering works and construction works,"Réparations, réfections et rénovations d'ouvrages d'art du réseau départemental routier défini géographiquement par lots","",""
719,45000000,Construction work,Rénovation thermique de 7 logements individuels – Derrière La Forge à Luzy-sur-Marne,"",""
720,45000000,Construction work,Rénovation thermique de 7 logements individuels – Derrière La Forge à Luzy-sur-Marne,"",""
721,45000000,Construction work,Rénovation thermique de 7 logements individuels – Derrière La Forge à Luzy-sur-Marne,"",""
722,45000000,Construction work,Rénovation thermique de 7 logements individuels – Derrière La Forge à Luzy-sur-Marne,"",""
723,45000000,Construction work,Rénovation thermique de 7 logements individuels – Derrière La Forge à Luzy-sur-Marne,"",""
724,45261300,Flashing and guttering work,"St. Vinzenz-Hospital Haselünne, Neubau Psychosomatik — Klempnerarb.","",""
725,45000000,Construction work,Acquisition amélioration d'un logement rue des Royaux à Joinville,"",""
726,45332400,Sanitary fixture installation work,"Deutsche Bundesbank, Filialumbau Hamburg FUH, Sanitär u. Wärmeversorgungsanlagen","",""
727,45421146,Installation of suspended ceilings,"Universitätsklinikum Freiburg: Neubau Forsch.geb. Inst. f.Disease Modeling a.Targeted Med. (Imitate), Trockenbauarbeiten (Metall- und Lamellendecken und Abhangdecken)","",""
728,45214000,Construction work for buildings relating to education and research,Réaménagement du collège de Challans centre — cité scolaire — lot 4 Charpente bois — bardage bois,"",""
729,45311200,Electrical fitting work,Parkhaus Langer Graben — Elektroinstallation,"",""
730,45112200,Soil-stripping work,München Klinik Harlaching – Ersatzneubau KH.ENB1.0115.001 Leitungsumverlegung einschl. Erdarbeiten,"",""
731,45000000,Construction work,Erneuerung Freibad Bünde,"",""
732,45112500,Earthmoving work,"19 E 10585 – Ostfalia Wolfsburg, Neubau Fakultät Gesundheitswesen – Baugrube, Baufeld, Entwässerungskanalarbeiten","",""
733,45300000,Building installation work,Erneuerung Freibad Bünde,"",""
734,45000000,Construction work,"?????????? (???????????, ???????? ?????? ? ????????????) ? ?????????? ?? ?????? ? BG16RFOP001-1.018-0003 „?????????? ?? ???????? ?????? ? ??. „????“... ????. ? VI.3).","",""
735,45200000,Works for complete or part construction and civil engineering work,09EU Aufzug,"",""
736,45200000,Works for complete or part construction and civil engineering work,07EU Lüftungstechnische Installation,"",""
737,45320000,Insulation work,Erneuerung Freibad Bünde,"",""
738,45200000,Works for complete or part construction and civil engineering work,04EU Klempnerarbeiten,"",""
739,45000000,Construction work,Erneuerung Freibad Bünde,"",""
740,45200000,Works for complete or part construction and civil engineering work,03EU Zimmererarbeiten,"",""
741,45200000,Works for complete or part construction and civil engineering work,08EU Elektroinstallation,"",""
742,45200000,Works for complete or part construction and civil engineering work,06EU Heizungstechnische Installation,"",""
743,45200000,Works for complete or part construction and civil engineering work,02EU Baumeister- und Tiefbauarbeiten,"",""
744,45000000,Construction work,Sécurisation de 9 brigades de gendarmerie appartenant à Hamaris,"",""
745,45000000,Construction work,Sécurisation de 9 brigades de gendarmerie appartenant à Hamaris,"",""
746,45000000,Construction work,Sécurisation de 9 brigades de gendarmerie appartenant à Hamaris,"",""
747,45241000,Harbour construction works,?atas?e?? ??µ??a ??. ???sta?t????.,"",""
748,44000000,Construction structures and materials; auxiliary products to construction (except electric apparatus),Julkisivupellit,"",""
749,45000000,Construction work,Múzeum negyed kialakítása II.,"",""
750,45000000,Construction work,EFOP-2.2.2-17 projektben felújítás Putnokon,"",""
751,45112500,Earthmoving work,"Numéro de la consultation: 19039 — accord-cadre de travaux sur pistes, plages, fossés et écoulements pluviaux","",""
752,45112500,Earthmoving work,Travaux d'extension du parc du Grand Troyes phase 6a'' lots 2 à 4,"",""
753,45112500,Earthmoving work,Travaux d'extension du parc du Grand Troyes phase 6a'' lots 2 à 4,"",""
754,45112500,Earthmoving work,Travaux d'extension du parc du Grand Troyes phase 6a'' lots 2 à 4,"",""
755,45000000,Construction work,Réhabilitation de la gendarmerie de Bourmont (brigade + 6 logements) – lotissement «Les Rhodez»,"",""
756,45000000,Construction work,Réhabilitation de la gendarmerie de Bourmont (brigade + 6 logements) – lotissement «Les Rhodez»,"",""
757,45000000,Construction work,Réhabilitation de la gendarmerie de Bourmont (brigade + 6 logements) – lotissement «Les Rhodez»,"",""
758,45000000,Construction work,Aftale om levering og montering af alufacadeelementer til Nyt Hospital Hvidovre,"",""
759,45000000,Construction work,Aftale om levering og støbning af kunstværket opdelt i ca. 600 stykker fiberbetonplader til kunstværk til Nyt Hospital Hvidovre,"",""
760,30121200,Photocopying equipment,Rahmenvertrag über Kopiergeräte verschiedener Leistungsklassen und die dazugehörige Instandsetzung,"",""
761,30121200,Photocopying equipment,Rahmenvertrag über Kopiergeräte verschiedener Leistungsklassen und die dazugehörige Instandsetzung,"",""
762,30121200,Photocopying equipment,Rahmenvertrag über Kopiergeräte verschiedener Leistungsklassen und die dazugehörige Instandsetzung,"",""
763,30121200,Photocopying equipment,Rahmenvertrag über Kopiergeräte verschiedener Leistungsklassen und die dazugehörige Instandsetzung,"",""
764,30121200,Photocopying equipment,Rahmenvertrag über Kopiergeräte verschiedener Leistungsklassen und die dazugehörige Instandsetzung,"",""
765,30121200,Photocopying equipment,Rahmenvertrag über Kopiergeräte verschiedener Leistungsklassen und die dazugehörige Instandsetzung,"",""
766,30121200,Photocopying equipment,Rahmenvertrag über Kopiergeräte verschiedener Leistungsklassen und die dazugehörige Instandsetzung,"",""
767,22310000,Postcards,Fornitura di prodotti tipografici,"",""
768,34927100,Road salt,Fourniture et livraison de matériaux de voirie pour la Ville de Neuilly-sur-Seine,"",""
769,34927100,Road salt,Fourniture et livraison de matériaux de voirie pour la Ville de Neuilly-sur-Seine,"",""
770,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
771,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
772,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
773,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
774,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
775,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
776,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
777,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
778,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
779,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
780,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
781,24111500,Medical gases,"Fourniture et prestations associées de gaz médicaux, gaz de laboratoire et gaz industriels: bouteilles et centrales de production pour les établissements adhérents au GAPLCA","",""
782,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
783,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
784,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
785,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
786,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
787,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
788,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
789,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
790,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
791,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
792,9211000,Lubricating oils and lubricating agents,"Approvisionnement du SEA en produits lubrifiants RO-154, RO-226, RO-227, RO-233, RO-238, XO-162, XO-294, XO-297, XO-298, ZO-117ET ZO-153","",""
793,43260000,"Mechanical shovels, excavators and shovel loaders, and mining machinery",Grävmaskin 2019,"",""
794,33600000,Pharmaceutical products,201G000212 — 4000006139,"",""
795,33100000,Medical equipments,"Artroskopines irangos atsargines dalys, priedai ir serviso paslaugos","",""
796,33100000,Medical equipments,Medicinos irangos pirkimas (IV etapas) VPID Nr. 20287,"",""
797,44613800,Containers for waste material,Konteineriu konteinerinems aikštelems pirkimas (požeminiai ir tekstiles konteineriai),"",""
798,44613800,Containers for waste material,Konteineriu konteinerinems aikštelems pirkimas (požeminiai ir tekstiles konteineriai),"",""
799,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
800,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
801,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
802,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
803,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
804,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
805,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
806,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
807,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
808,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
809,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
810,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
811,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
812,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
813,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
814,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
815,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
816,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
817,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
818,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
819,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
820,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
821,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
822,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
823,33141000,Disposable non-chemical medical consumables and haematological consumables,"Materiale sanitare ortopedie, chirurgie cardiovasculara ?i urologie","",""
